facility_id,drug_id,batch_no,quantity,expiry_date,last_counted_at,source
f_in_020,d_amlodipine,E26009,11026,2028-11-02,2026-08-17,simulated
f_in_021,d_al_fdc,B26008,381,2027-03-24,2026-08-17,simulated
f_in_021,d_asv,B26008,6,2027-12-02,2026-08-17,simulated
f_in_021,d_ors,E26008,3974,2028-01-24,2026-08-17,simulated
f_in_021,d_amoxicillin,E26007,1293,2027-02-03,2026-08-17,simulated
f_in_021,d_ceftriaxone,B26005,839,2027-01-23,2026-08-17,simulated
f_in_021,d_ceftriaxone,B26006,965,2027-05-19,2026-08-17,simulated
f_in_021,d_salbutamol,B26007,126,2027-01-02,2026-08-17,simulated
f_in_021,d_oxytocin,B-OPEN,184,2026-12-14,2026-08-17,simulated
f_in_021,d_oxytocin,B25004,233,2027-01-27,2026-08-17,simulated
f_in_021,d_oxytocin,B25003,356,2027-03-23,2026-08-17,simulated
f_in_021,d_oxytocin,B26006,527,2027-10-13,2026-08-17,simulated
f_in_021,d_oxytocin,B26005,297,2027-10-15,2026-08-17,simulated
f_in_021,d_magnesium_sulfate,B26006,46,2028-02-15,2026-08-17,simulated
f_in_021,d_magnesium_sulfate,B25004,46,2028-03-14,2026-08-17,simulated
f_in_021,d_iron_folic,B26006,57934,2027-04-21,2026-08-17,simulated
f_in_021,d_measles_rubella,E26005,35,2027-08-11,2026-08-17,simulated
f_in_021,d_insulin,E26010,74,2027-12-09,2026-08-17,simulated
f_in_021,d_metformin,E26010,3055,2027-11-30,2026-08-17,simulated
f_in_021,d_amlodipine,B26005,2695,2028-02-08,2026-08-17,simulated
f_in_021,d_paracetamol,E26009,4313,2027-11-13,2026-08-17,simulated
f_in_022,d_al_fdc,B26012,330,2027-09-03,2026-08-17,simulated
f_in_022,d_al_fdc,E26011,80,2027-12-04,2026-08-17,simulated
f_in_022,d_asv,E26005,74,2027-04-06,2026-08-17,simulated
f_in_022,d_ors,B26008,1562,2028-10-28,2026-08-17,simulated
f_in_022,d_amoxicillin,E26007,10432,2027-06-12,2026-08-17,simulated
f_in_022,d_amoxicillin,B26008,5924,2027-12-27,2026-08-17,simulated
f_in_022,d_ceftriaxone,B26007,634,2026-12-30,2026-08-17,simulated
f_in_022,d_ceftriaxone,B26006,442,2027-03-06,2026-08-17,simulated
f_in_022,d_ceftriaxone,B25003,5,2027-03-16,2026-08-17,simulated
f_in_022,d_ceftriaxone,B26005,600,2027-08-18,2026-08-17,simulated
f_in_022,d_salbutamol,B26008,40,2027-02-17,2026-08-17,simulated
f_in_022,d_salbutamol,E26007,42,2027-10-23,2026-08-17,simulated
f_in_022,d_rhz_fdc,B26005,1940,2027-08-13,2026-08-17,simulated
f_in_022,d_oxytocin,B26009,73,2027-07-02,2026-08-17,simulated
f_in_022,d_oxytocin,B26008,45,2027-10-03,2026-08-17,simulated
f_in_022,d_magnesium_sulfate,B26005,28,2027-06-21,2026-08-17,simulated
f_in_022,d_magnesium_sulfate,B25002,33,2027-08-01,2026-08-17,simulated
f_in_022,d_measles_rubella,B26006,49,2027-03-06,2026-08-17,simulated
f_in_022,d_measles_rubella,E26005,52,2027-06-16,2026-08-17,simulated
f_in_022,d_insulin,B26009,7,2027-02-11,2026-08-17,simulated
f_in_022,d_insulin,B26008,2,2027-05-08,2026-08-17,simulated
f_in_022,d_insulin,B26007,76,2027-07-02,2026-08-17,simulated
f_in_022,d_amlodipine,B26006,50960,2028-01-05,2026-08-17,simulated
f_in_024,d_asv,B26007,2470,2028-01-30,2026-08-17,simulated
f_in_024,d_ors,E26009,2492,2028-07-16,2026-08-17,simulated
f_in_024,d_amoxicillin,B25002,209850,2026-10-16,2026-08-17,simulated
f_in_024,d_amoxicillin,B26004,1249075,2026-11-22,2026-08-17,simulated
f_in_024,d_ceftriaxone,B26006,9482,2026-12-03,2026-08-17,simulated
f_in_024,d_salbutamol,B26010,2213,2027-01-05,2026-08-17,simulated
f_in_024,d_salbutamol,B26009,1564,2027-04-27,2026-08-17,simulated
f_in_024,d_rhz_fdc,B-OPEN,19356,2026-09-24,2026-08-17,simulated
f_in_024,d_rhz_fdc,B25004,63950,2026-12-27,2026-08-17,simulated
f_in_024,d_rhz_fdc,B26005,57996,2027-02-11,2026-08-17,simulated
f_in_024,d_rhz_fdc,B26006,49186,2027-07-30,2026-08-17,simulated
f_in_024,d_magnesium_sulfate,B26007,1242,2028-07-30,2026-08-17,simulated
f_in_024,d_iron_folic,E26007,508357,2027-09-25,2026-08-17,simulated
f_in_024,d_measles_rubella,B26005,3204,2027-04-01,2026-08-17,simulated
f_in_024,d_insulin,B26004,3567,2026-12-09,2026-08-17,simulated
f_in_024,d_insulin,B25003,6362,2027-05-21,2026-08-17,simulated
f_in_024,d_insulin,B26005,3707,2027-07-26,2026-08-17,simulated
f_in_024,d_metformin,B26008,192674,2027-11-23,2026-08-17,simulated
f_in_024,d_amlodipine,B26007,205167,2027-02-15,2026-08-17,simulated
f_in_024,d_paracetamol,E26006,293494,2028-02-15,2026-08-17,simulated
f_in_025,d_asv,B26006,7,2026-08-29,2026-08-17,simulated
f_in_025,d_asv,B25005,419,2027-03-07,2026-08-17,simulated
f_in_025,d_asv,B26007,129,2027-06-26,2026-08-17,simulated
f_in_025,d_asv,B26008,762,2027-09-25,2026-08-17,simulated
f_in_025,d_ors,E26010,14807,2028-11-10,2026-08-17,simulated
f_in_025,d_amoxicillin,B26006,134165,2026-12-22,2026-08-17,simulated
f_in_025,d_ceftriaxone,B26010,93,2027-02-17,2026-08-17,simulated
f_in_025,d_ceftriaxone,E26009,1525,2027-11-28,2026-08-17,simulated
f_in_025,d_salbutamol,B26010,77,2027-01-06,2026-08-17,simulated
f_in_025,d_salbutamol,E26009,327,2027-05-11,2026-08-17,simulated
f_in_025,d_rhz_fdc,B26008,1506,2027-04-06,2026-08-17,simulated
f_in_025,d_oxytocin,B26007,598,2027-08-14,2026-08-17,simulated
f_in_025,d_oxytocin,B26006,734,2027-11-27,2026-08-17,simulated
f_in_025,d_magnesium_sulfate,B26006,121,2027-04-06,2026-08-17,simulated
f_in_025,d_magnesium_sulfate,B26004,800,2027-10-06,2026-08-17,simulated
f_in_025,d_iron_folic,B26006,113447,2028-06-22,2026-08-17,simulated
f_in_025,d_insulin,B25002,350,2027-02-18,2026-08-17,simulated
f_in_025,d_insulin,B26004,1116,2027-03-31,2026-08-17,simulated
f_in_025,d_insulin,B26006,1160,2027-05-23,2026-08-17,simulated
f_in_025,d_amlodipine,E26010,4200,2028-08-11,2026-08-17,simulated
f_in_025,d_paracetamol,B26005,131521,2028-05-20,2026-08-17,simulated
f_in_026,d_asv,E26007,261,2027-06-18,2026-08-17,simulated
f_in_026,d_ors,B25004,2105,2026-09-30,2026-08-17,simulated
f_in_026,d_ors,B26005,40975,2027-10-24,2026-08-17,simulated
f_in_026,d_amoxicillin,B25002,19636,2027-03-11,2026-08-17,simulated
f_in_026,d_amoxicillin,B26004,512832,2027-07-08,2026-08-17,simulated
f_in_026,d_amoxicillin,B26003,407305,2027-09-02,2026-08-17,simulated
f_in_026,d_ceftriaxone,E26007,895,2027-02-07,2026-08-17,simulated
f_in_026,d_salbutamol,B26005,59,2026-12-06,2026-08-17,simulated
f_in_026,d_salbutamol,B26006,1216,2028-02-25,2026-08-17,simulated
f_in_026,d_rhz_fdc,B26009,5259,2027-10-05,2026-08-17,simulated
f_in_026,d_oxytocin,B26007,103,2027-04-29,2026-08-17,simulated
f_in_026,d_oxytocin,E26006,476,2027-07-01,2026-08-17,simulated
f_in_026,d_magnesium_sulfate,B26005,951,2028-06-07,2026-08-17,simulated
f_in_026,d_iron_folic,E26009,11434,2028-04-17,2026-08-17,simulated
f_in_026,d_measles_rubella,E26006,265,2027-06-25,2026-08-17,simulated
f_in_026,d_insulin,B26005,473,2026-10-21,2026-08-17,simulated
f_in_026,d_insulin,B25003,131,2027-04-26,2026-08-17,simulated
f_in_026,d_insulin,B26006,724,2027-05-14,2026-08-17,simulated
f_in_026,d_paracetamol,B26006,81501,2027-12-16,2026-08-17,simulated
f_in_027,d_asv,B25004,39,2026-11-22,2026-08-17,simulated
f_in_027,d_asv,B25003,349,2027-02-16,2026-08-17,simulated
f_in_027,d_asv,B26006,127,2027-12-11,2026-08-17,simulated
f_in_027,d_ors,B26009,3193,2028-11-28,2026-08-17,simulated
f_in_027,d_amoxicillin,B26008,33665,2027-02-08,2026-08-17,simulated
f_in_027,d_amoxicillin,E26006,4231,2027-09-30,2026-08-17,simulated
f_in_027,d_ceftriaxone,E26006,491,2027-07-25,2026-08-17,simulated
f_in_027,d_salbutamol,B26009,62,2026-12-31,2026-08-17,simulated
f_in_027,d_salbutamol,E26008,48,2027-06-09,2026-08-17,simulated
f_in_027,d_rhz_fdc,B26005,1784,2028-01-11,2026-08-17,simulated
f_in_027,d_magnesium_sulfate,B25002,15,2027-07-28,2026-08-17,simulated
f_in_027,d_magnesium_sulfate,B26004,164,2028-01-01,2026-08-17,simulated
f_in_027,d_iron_folic,B26009,26779,2028-07-07,2026-08-17,simulated
f_in_027,d_measles_rubella,B26008,36,2027-03-27,2026-08-17,simulated
f_in_027,d_insulin,B25005,80,2027-04-04,2026-08-17,simulated
f_in_027,d_insulin,B26006,185,2027-05-05,2026-08-17,simulated
f_in_027,d_insulin,B26008,176,2027-08-14,2026-08-17,simulated
f_in_027,d_metformin,B26006,15938,2027-05-09,2026-08-17,simulated
f_in_027,d_metformin,B25003,41839,2027-06-21,2026-08-17,simulated
f_in_027,d_metformin,B26004,37090,2027-12-08,2026-08-17,simulated
f_in_027,d_amlodipine,B26009,20011,2027-07-08,2026-08-17,simulated
f_in_027,d_paracetamol,B26004,10207,2028-10-04,2026-08-17,simulated
f_in_028,d_asv,B26008,85,2027-04-15,2026-08-17,simulated
f_in_028,d_asv,B26007,24,2027-09-02,2026-08-17,simulated
f_in_028,d_asv,B26006,48,2027-09-16,2026-08-17,simulated
f_in_028,d_amoxicillin,B26007,2775,2026-12-04,2026-08-17,simulated
f_in_028,d_amoxicillin,E26006,551,2026-12-11,2026-08-17,simulated
f_in_028,d_ceftriaxone,B26007,270,2027-03-06,2026-08-17,simulated
f_in_028,d_ceftriaxone,B26006,212,2027-06-22,2026-08-17,simulated
f_in_028,d_ceftriaxone,B26008,744,2027-11-25,2026-08-17,simulated
f_in_028,d_salbutamol,B26006,207,2026-10-16,2026-08-17,simulated
f_in_028,d_rhz_fdc,B26007,1842,2027-12-16,2026-08-17,simulated
f_in_028,d_oxytocin,B26006,311,2027-02-12,2026-08-17,simulated
f_in_028,d_magnesium_sulfate,B26006,23,2028-09-24,2026-08-17,simulated
f_in_028,d_measles_rubella,B26005,66,2027-04-12,2026-08-17,simulated
f_in_028,d_measles_rubella,B26006,175,2027-06-15,2026-08-17,simulated
f_in_028,d_insulin,B26008,148,2027-07-20,2026-08-17,simulated
f_in_028,d_metformin,B25002,130290,2027-01-02,2026-08-17,simulated
f_in_028,d_metformin,B25004,27110,2027-03-14,2026-08-17,simulated
f_in_028,d_metformin,B26006,23929,2027-06-25,2026-08-17,simulated
f_in_028,d_metformin,B26007,24907,2028-01-05,2026-08-17,simulated
f_in_028,d_metformin,B26005,38108,2028-01-15,2026-08-17,simulated
f_in_028,d_paracetamol,E26010,14794,2028-08-29,2026-08-17,simulated
f_in_029,d_al_fdc,E26008,419,2027-10-22,2026-08-17,simulated
f_in_029,d_ors,B26005,3656,2028-06-20,2026-08-17,simulated
f_in_029,d_amoxicillin,E26010,356,2027-04-19,2026-08-17,simulated
f_in_029,d_ceftriaxone,E26006,274,2027-11-29,2026-08-17,simulated
f_in_029,d_ceftriaxone,B26007,596,2027-12-06,2026-08-17,simulated
f_in_029,d_salbutamol,B26007,352,2027-05-21,2026-08-17,simulated
f_in_029,d_salbutamol,E26006,67,2027-12-18,2026-08-17,simulated
f_in_029,d_rhz_fdc,B-OPEN,5543,2027-02-07,2026-08-17,simulated
f_in_029,d_rhz_fdc,B26006,2221,2027-05-12,2026-08-17,simulated
f_in_029,d_oxytocin,B26005,119,2027-04-13,2026-08-17,simulated
f_in_029,d_oxytocin,B25004,308,2027-05-06,2026-08-17,simulated
f_in_029,d_oxytocin,B26006,421,2027-05-15,2026-08-17,simulated
f_in_029,d_magnesium_sulfate,B26006,16,2027-06-09,2026-08-17,simulated
f_in_029,d_iron_folic,B26004,66610,2027-05-04,2026-08-17,simulated
f_in_029,d_iron_folic,B25003,111156,2027-05-09,2026-08-17,simulated
f_in_029,d_iron_folic,B26005,152012,2028-06-23,2026-08-17,simulated
f_in_029,d_measles_rubella,B26005,16,2027-01-28,2026-08-17,simulated
f_in_029,d_measles_rubella,B26006,52,2027-06-13,2026-08-17,simulated
f_in_029,d_measles_rubella,B26007,186,2027-07-05,2026-08-17,simulated
f_in_029,d_insulin,B26004,151,2026-12-02,2026-08-17,simulated
f_in_029,d_amlodipine,B26005,10587,2027-10-29,2026-08-17,simulated
f_in_029,d_paracetamol,E26009,11337,2028-02-05,2026-08-17,simulated
f_in_030,d_ors,B26006,3041,2027-02-01,2026-08-17,simulated
f_in_030,d_ors,B25004,4964,2028-03-28,2026-08-17,simulated
f_in_030,d_amoxicillin,B26009,25389,2027-06-12,2026-08-17,simulated
f_in_030,d_amoxicillin,B26008,10742,2027-09-23,2026-08-17,simulated
f_in_030,d_salbutamol,B26004,125,2027-05-21,2026-08-17,simulated
f_in_030,d_salbutamol,B26005,319,2027-06-04,2026-08-17,simulated
f_in_030,d_rhz_fdc,B26008,887,2027-05-16,2026-08-17,simulated
f_in_030,d_rhz_fdc,B26007,1945,2027-06-07,2026-08-17,simulated
f_in_030,d_oxytocin,B26009,132,2027-06-27,2026-08-17,simulated
f_in_030,d_oxytocin,B26008,123,2027-11-11,2026-08-17,simulated
f_in_030,d_magnesium_sulfate,B25002,165,2027-05-12,2026-08-17,simulated
f_in_030,d_magnesium_sulfate,B-OPEN,600,2027-05-28,2026-08-17,simulated
f_in_030,d_magnesium_sulfate,B25005,61,2027-06-14,2026-08-17,simulated
f_in_030,d_magnesium_sulfate,B26008,78,2027-10-20,2026-08-17,simulated
f_in_030,d_magnesium_sulfate,B25004,117,2027-11-03,2026-08-17,simulated
f_in_030,d_magnesium_sulfate,B26009,90,2028-08-07,2026-08-17,simulated
f_in_030,d_iron_folic,B26006,49554,2027-09-05,2026-08-17,simulated
f_in_030,d_iron_folic,B26005,23304,2028-08-15,2026-08-17,simulated
f_in_030,d_measles_rubella,B26005,135,2026-12-09,2026-08-17,simulated
f_in_030,d_insulin,B26005,155,2027-09-21,2026-08-17,simulated
f_in_030,d_metformin,B26011,4384,2027-07-24,2026-08-17,simulated
f_in_030,d_metformin,E26010,15573,2027-10-29,2026-08-17,simulated
f_in_031,d_al_fdc,E26008,1105,2027-07-02,2026-08-17,simulated
f_in_031,d_asv,B25004,66,2027-04-28,2026-08-17,simulated
f_in_031,d_asv,B26006,116,2027-07-28,2026-08-17,simulated
f_in_031,d_asv,B26005,79,2027-08-29,2026-08-17,simulated
f_in_031,d_ors,E26009,1532,2028-07-25,2026-08-17,simulated
f_in_031,d_amoxicillin,B26007,18535,2027-04-18,2026-08-17,simulated
f_in_031,d_ceftriaxone,B26009,325,2027-01-22,2026-08-17,simulated
f_in_031,d_ceftriaxone,E26007,146,2027-05-24,2026-08-17,simulated
f_in_031,d_salbutamol,B26007,43,2026-12-30,2026-08-17,simulated
f_in_031,d_salbutamol,B26006,73,2027-04-22,2026-08-17,simulated
f_in_031,d_rhz_fdc,E26008,998,2027-08-14,2026-08-17,simulated
f_in_031,d_oxytocin,E26007,135,2027-08-02,2026-08-17,simulated
f_in_031,d_magnesium_sulfate,B26008,36,2028-09-20,2026-08-17,simulated
f_in_031,d_magnesium_sulfate,E26007,5,2028-10-07,2026-08-17,simulated
f_in_031,d_iron_folic,E26010,6075,2027-10-15,2026-08-17,simulated
f_in_031,d_iron_folic,B26011,12678,2028-11-02,2026-08-17,simulated
f_in_031,d_measles_rubella,B26006,106,2026-12-02,2026-08-17,simulated
f_in_031,d_measles_rubella,E26005,31,2027-02-07,2026-08-17,simulated
f_in_031,d_insulin,E26008,23,2027-07-06,2026-08-17,simulated
f_in_031,d_insulin,B26009,26,2027-07-13,2026-08-17,simulated
f_in_031,d_metformin,B26007,12965,2028-08-29,2026-08-17,simulated
f_in_031,d_amlodipine,B26005,15213,2027-05-15,2026-08-17,simulated
f_in_031,d_amlodipine,B26003,13095,2028-02-03,2026-08-17,simulated
f_in_031,d_paracetamol,B26007,11465,2028-04-30,2026-08-17,simulated
f_in_032,d_ors,B26006,5320,2027-01-31,2026-08-17,simulated
f_in_032,d_ors,B25001,15655,2027-03-14,2026-08-17,simulated
f_in_032,d_ors,B26005,4787,2027-05-20,2026-08-17,simulated
f_in_032,d_amoxicillin,B26010,10630,2026-11-20,2026-08-17,simulated
f_in_032,d_amoxicillin,B26011,13014,2027-10-22,2026-08-17,simulated
f_in_032,d_ceftriaxone,B26008,677,2027-05-29,2026-08-17,simulated
f_in_032,d_ceftriaxone,B26007,312,2027-09-08,2026-08-17,simulated
f_in_032,d_salbutamol,E26007,19,2027-05-19,2026-08-17,simulated
f_in_032,d_rhz_fdc,B25003,793,2026-09-19,2026-08-17,simulated
f_in_032,d_rhz_fdc,B-OPEN,483,2027-01-17,2026-08-17,simulated
f_in_032,d_rhz_fdc,B26005,3487,2028-01-04,2026-08-17,simulated
f_in_032,d_oxytocin,E26012,141,2028-02-22,2026-08-17,simulated
f_in_032,d_iron_folic,B26007,2755,2027-08-19,2026-08-17,simulated
f_in_032,d_iron_folic,E26006,20800,2028-02-10,2026-08-17,simulated
f_in_032,d_measles_rubella,E26008,17,2027-01-22,2026-08-17,simulated
f_in_032,d_insulin,B25004,72,2027-03-12,2026-08-17,simulated
f_in_032,d_insulin,B26007,138,2027-04-04,2026-08-17,simulated
f_in_032,d_insulin,B26006,148,2027-07-19,2026-08-17,simulated
f_in_032,d_insulin,B26009,85,2028-01-04,2026-08-17,simulated
f_in_032,d_metformin,B26007,23422,2027-06-19,2026-08-17,simulated
f_in_032,d_metformin,B25004,24120,2027-12-19,2026-08-17,simulated
f_in_032,d_metformin,B26008,23418,2028-03-07,2026-08-17,simulated
f_in_032,d_metformin,B26006,16671,2028-04-07,2026-08-17,simulated
f_in_032,d_metformin,B26009,27983,2028-10-04,2026-08-17,simulated
f_in_032,d_amlodipine,B26008,6161,2028-04-22,2026-08-17,simulated
f_in_032,d_amlodipine,E26007,17938,2028-08-28,2026-08-17,simulated
f_in_032,d_paracetamol,E26008,15200,2028-09-18,2026-08-17,simulated
f_in_033,d_ors,B26007,7502,2028-05-31,2026-08-17,simulated
f_in_033,d_amoxicillin,B26007,6421,2027-01-10,2026-08-17,simulated
f_in_033,d_amoxicillin,B26008,21150,2028-01-21,2026-08-17,simulated
f_in_033,d_ceftriaxone,B26008,432,2027-03-03,2026-08-17,simulated
f_in_033,d_ceftriaxone,E26007,252,2027-06-14,2026-08-17,simulated
f_in_033,d_ceftriaxone,B26009,295,2027-06-23,2026-08-17,simulated
f_in_033,d_salbutamol,B26005,287,2027-08-25,2026-08-17,simulated
f_in_033,d_salbutamol,B26006,176,2027-12-01,2026-08-17,simulated
f_in_033,d_rhz_fdc,E26010,1490,2027-04-10,2026-08-17,simulated
f_in_033,d_oxytocin,E26008,224,2027-11-28,2026-08-17,simulated
f_in_033,d_magnesium_sulfate,B25003,49,2027-12-27,2026-08-17,simulated
f_in_033,d_iron_folic,B26006,146612,2028-06-04,2026-08-17,simulated
f_in_033,d_iron_folic,B26007,39052,2028-08-10,2026-08-17,simulated
f_in_033,d_measles_rubella,B26007,188,2027-05-03,2026-08-17,simulated
f_in_033,d_measles_rubella,B26008,20,2027-09-15,2026-08-17,simulated
f_in_033,d_insulin,B26007,132,2027-05-14,2026-08-17,simulated
f_in_033,d_insulin,E26006,48,2027-06-20,2026-08-17,simulated
f_in_033,d_metformin,E26009,4360,2028-01-16,2026-08-17,simulated
f_in_033,d_paracetamol,E26010,7896,2028-05-05,2026-08-17,simulated
f_br_035,d_al_fdc,E26007,12220,2027-04-23,2026-08-17,simulated
f_br_035,d_al_fdc,B26008,38765,2027-11-19,2026-08-17,simulated
f_br_035,d_asv,E26007,300,2027-05-14,2026-08-17,simulated
f_br_035,d_ors,B26006,23295,2027-08-24,2026-08-17,simulated
f_br_035,d_ors,B26007,8361,2027-09-15,2026-08-17,simulated
f_br_035,d_ceftriaxone,E25002,2599,2027-05-29,2026-08-17,simulated
f_br_035,d_ceftriaxone,B26004,8316,2027-10-25,2026-08-17,simulated
f_br_035,d_salbutamol,E26008,2260,2028-01-18,2026-08-17,simulated
f_br_035,d_rhz_fdc,E26009,3614,2027-10-30,2026-08-17,simulated
f_br_035,d_rhz_fdc,B26010,387,2027-12-19,2026-08-17,simulated
f_br_035,d_oxytocin,B26004,393,2026-11-10,2026-08-17,simulated
f_br_035,d_oxytocin,B25003,2249,2027-05-07,2026-08-17,simulated
f_br_035,d_oxytocin,B26006,3975,2027-06-16,2026-08-17,simulated
f_br_035,d_magnesium_sulfate,E26011,631,2027-11-25,2026-08-17,simulated
f_br_035,d_iron_folic,B26007,259806,2027-06-26,2026-08-17,simulated
f_br_035,d_iron_folic,E26005,119559,2027-11-24,2026-08-17,simulated
f_br_035,d_metformin,B26005,198003,2028-09-07,2026-08-17,simulated
f_br_035,d_amlodipine,E26009,280608,2028-12-04,2026-08-17,simulated
f_br_035,d_paracetamol,B26011,52106,2028-06-22,2026-08-17,simulated
f_br_036,d_al_fdc,E26009,2789,2027-03-27,2026-08-17,simulated
f_br_036,d_al_fdc,B26010,1697,2028-01-14,2026-08-17,simulated
f_br_036,d_asv,E26008,17,2027-07-21,2026-08-17,simulated
f_br_036,d_asv,B26009,95,2028-01-06,2026-08-17,simulated
f_br_036,d_ors,E26006,440,2027-07-28,2026-08-17,simulated
f_br_036,d_ors,B26007,1602,2027-11-08,2026-08-17,simulated
f_br_036,d_amoxicillin,B26006,16129,2027-05-04,2026-08-17,simulated
f_br_036,d_amoxicillin,B26005,15350,2027-08-17,2026-08-17,simulated
f_br_036,d_ceftriaxone,E26007,16,2027-04-02,2026-08-17,simulated
f_br_036,d_salbutamol,B26006,269,2027-10-13,2026-08-17,simulated
f_br_036,d_rhz_fdc,E26009,223,2027-07-02,2026-08-17,simulated
f_br_036,d_magnesium_sulfate,E26006,98,2027-09-05,2026-08-17,simulated
f_br_036,d_measles_rubella,E26007,49,2027-02-01,2026-08-17,simulated
f_br_036,d_insulin,B25003,592,2027-04-07,2026-08-17,simulated
f_br_036,d_insulin,B25004,764,2027-05-17,2026-08-17,simulated
f_br_036,d_metformin,B25002,22935,2027-06-08,2026-08-17,simulated
f_br_036,d_metformin,B25003,80406,2027-08-10,2026-08-17,simulated
f_br_036,d_metformin,B25005,82320,2027-09-11,2026-08-17,simulated
f_br_036,d_metformin,B26008,56713,2028-03-21,2026-08-17,simulated
f_br_036,d_metformin,B26007,40957,2028-08-23,2026-08-17,simulated
f_br_036,d_amlodipine,E26006,44631,2028-03-28,2026-08-17,simulated
f_br_036,d_paracetamol,B26006,20096,2027-03-09,2026-08-17,simulated
f_br_036,d_paracetamol,E26005,11223,2027-09-16,2026-08-17,simulated
f_br_037,d_al_fdc,B26006,5481,2027-01-24,2026-08-17,simulated
f_br_037,d_al_fdc,B26008,1562,2027-05-18,2026-08-17,simulated
f_br_037,d_al_fdc,B26007,6990,2027-07-26,2026-08-17,simulated
f_br_037,d_asv,B26008,79,2027-05-28,2026-08-17,simulated
f_br_037,d_asv,E26007,50,2027-07-01,2026-08-17,simulated
f_br_037,d_ors,B26006,1779,2027-02-28,2026-08-17,simulated
f_br_037,d_ors,B26007,2084,2027-11-20,2026-08-17,simulated
f_br_037,d_salbutamol,B26008,208,2027-09-29,2026-08-17,simulated
f_br_037,d_rhz_fdc,B26007,634,2028-01-26,2026-08-17,simulated
f_br_037,d_oxytocin,B26005,434,2027-05-05,2026-08-17,simulated
f_br_037,d_oxytocin,B25004,483,2027-05-23,2026-08-17,simulated
f_br_037,d_oxytocin,B26007,338,2027-06-12,2026-08-17,simulated
f_br_037,d_magnesium_sulfate,E26010,2,2028-10-26,2026-08-17,simulated
f_br_037,d_iron_folic,E26005,73386,2028-11-13,2026-08-17,simulated
f_br_037,d_measles_rubella,B25002,82,2026-10-22,2026-08-17,simulated
f_br_037,d_insulin,B26009,703,2027-02-01,2026-08-17,simulated
f_br_037,d_insulin,B26008,274,2027-04-30,2026-08-17,simulated
f_br_037,d_metformin,B26011,11941,2027-04-11,2026-08-17,simulated
f_br_037,d_metformin,E26010,60198,2028-07-18,2026-08-17,simulated
f_br_037,d_amlodipine,B26007,76387,2027-10-02,2026-08-17,simulated
f_br_037,d_amlodipine,B26008,123369,2028-02-25,2026-08-17,simulated
f_br_037,d_paracetamol,E26009,22562,2028-06-29,2026-08-17,simulated
f_br_038,d_al_fdc,B26005,7332,2026-12-28,2026-08-17,simulated
f_br_038,d_al_fdc,B26004,995,2027-06-10,2026-08-17,simulated
f_br_038,d_ors,B25003,354,2027-08-27,2026-08-17,simulated
f_br_038,d_ors,B26006,1669,2027-12-24,2026-08-17,simulated
f_br_038,d_ors,B26005,4765,2028-05-15,2026-08-17,simulated
f_br_038,d_ceftriaxone,B25004,1325,2027-01-10,2026-08-17,simulated
f_br_038,d_ceftriaxone,B26006,729,2027-11-13,2026-08-17,simulated
f_br_038,d_salbutamol,E26009,157,2027-04-15,2026-08-17,simulated
f_br_038,d_rhz_fdc,B26006,2,2027-06-19,2026-08-17,simulated
f_br_038,d_rhz_fdc,B26005,28,2027-10-24,2026-08-17,simulated
f_br_038,d_oxytocin,B26005,149,2027-10-15,2026-08-17,simulated
f_br_038,d_oxytocin,B26006,173,2027-10-24,2026-08-17,simulated
f_br_038,d_magnesium_sulfate,B26006,18,2028-06-11,2026-08-17,simulated
f_br_038,d_measles_rubella,B25003,113,2027-01-24,2026-08-17,simulated
f_br_038,d_measles_rubella,B26004,73,2027-03-02,2026-08-17,simulated
f_br_038,d_measles_rubella,B26005,138,2027-08-25,2026-08-17,simulated
f_br_038,d_insulin,B26005,26,2026-10-05,2026-08-17,simulated
f_br_038,d_insulin,B25003,219,2027-03-12,2026-08-17,simulated
f_br_038,d_insulin,B26006,249,2027-05-19,2026-08-17,simulated
f_br_038,d_metformin,B25001,84291,2027-09-21,2026-08-17,simulated
f_br_038,d_amlodipine,E26009,29720,2028-03-31,2026-08-17,simulated
f_br_038,d_paracetamol,B26007,7117,2027-02-22,2026-08-17,simulated
f_br_038,d_paracetamol,B26006,12206,2027-03-01,2026-08-17,simulated
f_br_038,d_paracetamol,B25005,10498,2027-04-07,2026-08-17,simulated
f_br_038,d_paracetamol,B25004,2194,2027-08-12,2026-08-17,simulated
f_br_039,d_al_fdc,E26005,493,2026-12-24,2026-08-17,simulated
f_br_039,d_al_fdc,B26006,1448,2027-06-16,2026-08-17,simulated
f_br_039,d_asv,B26004,3,2026-12-13,2026-08-17,simulated
f_br_039,d_asv,B26005,23,2027-04-05,2026-08-17,simulated
f_br_039,d_ors,B26004,1757,2027-02-08,2026-08-17,simulated
f_br_039,d_ors,B26005,1318,2027-11-22,2026-08-17,simulated
f_br_039,d_ors,B25003,2658,2027-12-30,2026-08-17,simulated
f_br_039,d_amoxicillin,E26009,1401,2027-03-13,2026-08-17,simulated
f_br_039,d_amoxicillin,B26010,2261,2027-09-16,2026-08-17,simulated
f_br_039,d_rhz_fdc,B26005,220,2027-03-12,2026-08-17,simulated
f_br_039,d_magnesium_sulfate,B26006,21,2027-10-03,2026-08-17,simulated
f_br_039,d_magnesium_sulfate,B26005,14,2028-01-19,2026-08-17,simulated
